id,text,category,subcategory,safety_score,feasibility_score,utility_score,risk_level,tags
exp_139,预防跌倒要同时做环境改造（防滑垫、夜灯、卫生间扶手）和能力训练（下肢力量、平衡训练）；起夜时先坐起再站立，减少体位性低血压,老人养生,居家安全,100,85,98,safe,"['防跌倒', '扶手', '平衡训练', '夜灯']"
exp_140,预防跌倒要同时做环境改造（防滑垫、夜灯、卫生间扶手）和能力训练（下肢力量、平衡训练）；起夜时先坐起再站立，减少体位性低血压,老人养生,居家安全,100,86,100,safe,"['防跌倒', '扶手', '平衡训练', '夜灯']"
exp_141,糖尿病管理要结合饮食、运动和监测，主食可用全谷物/杂豆替代一部分精米面；出现低血糖症状（出汗、心慌、手抖）需及时补糖并评估原因,老人养生,慢病管理,94,77,93,safe,"['血糖', '低血糖', '全谷物', '监测']"
exp_142,预防跌倒要同时做环境改造（防滑垫、夜灯、卫生间扶手）和能力训练（下肢力量、平衡训练）；起夜时先坐起再站立，减少体位性低血压,老人养生,居家安全,100,91,99,safe,"['防跌倒', '扶手', '平衡训练', '夜灯']"
exp_143,老年人控盐有助于降低血压风险，建议少吃咸菜、腌制品和高钠加工食品，做菜少放酱油/味精并学会看营养成分表中的钠含量,老人养生,饮食健康,95,90,92,safe,"['低盐', '高血压', '控钠', '饮食']"
exp_144,老年人建议接种流感疫苗和肺炎球菌疫苗以降低重症风险，尤其是慢病人群；具体接种时机与禁忌需咨询接种门诊,老人养生,日常养生,100,75,92,safe,"['疫苗', '流感', '肺炎球菌', '预防']"
exp_145,老年人常见多病共存，建议用药清单随身携带并定期做药物复核，避免自行叠加止痛药、感冒药等重复成分；出现不良反应及时就医,老人养生,用药安全,98,85,96,safe,"['多重用药', '药物复核', '不良反应', '安全']"
exp_146,老年人控盐有助于降低血压风险，建议少吃咸菜、腌制品和高钠加工食品，做菜少放酱油/味精并学会看营养成分表中的钠含量,老人养生,饮食健康,92,94,96,safe,"['低盐', '高血压', '控钠', '饮食']"
exp_147,老年人建议接种流感疫苗和肺炎球菌疫苗以降低重症风险，尤其是慢病人群；具体接种时机与禁忌需咨询接种门诊,老人养生,日常养生,99,72,95,safe,"['疫苗', '流感', '肺炎球菌', '预防']"
exp_148,老年人每周累计≥150分钟中等强度有氧运动（快走、骑车等）并配合2-3次力量训练，可延缓肌少症并改善心肺功能；运动强度以能说话但略喘为宜,老人养生,运动养生,90,77,98,safe,"['有氧', '力量训练', '肌少症', '心肺']"
exp_149,糖尿病管理要结合饮食、运动和监测，主食可用全谷物/杂豆替代一部分精米面；出现低血糖症状（出汗、心慌、手抖）需及时补糖并评估原因,老人养生,慢病管理,99,88,89,safe,"['血糖', '低血糖', '全谷物', '监测']"
exp_150,老年人控盐有助于降低血压风险，建议少吃咸菜、腌制品和高钠加工食品，做菜少放酱油/味精并学会看营养成分表中的钠含量,老人养生,饮食健康,96,90,88,safe,"['低盐', '高血压', '控钠', '饮食']"
exp_151,老年抑郁和焦虑并不少见，持续两周以上的情绪低落、兴趣下降或睡眠食欲改变应寻求专业评估；保持社交和适度运动可改善情绪,老人养生,心理健康,91,86,92,safe,"['心理健康', '抑郁', '社交', '运动']"
exp_152,老年人应保证优质蛋白（鱼蛋奶豆瘦肉）与足量蔬果摄入，钙和维生素D有助于骨骼健康；骨头汤钙含量有限，是否补充钙剂应结合饮食与医生建议,老人养生,营养补充,94,89,98,safe,"['蛋白质', '补钙', '维生素D', '骨健康']"
exp_153,老年人控盐有助于降低血压风险，建议少吃咸菜、腌制品和高钠加工食品，做菜少放酱油/味精并学会看营养成分表中的钠含量,老人养生,饮食健康,96,91,94,safe,"['低盐', '高血压', '控钠', '饮食']"
exp_154,老年人应保证优质蛋白（鱼蛋奶豆瘦肉）与足量蔬果摄入，钙和维生素D有助于骨骼健康；骨头汤钙含量有限，是否补充钙剂应结合饮食与医生建议,老人养生,营养补充,92,92,90,safe,"['蛋白质', '补钙', '维生素D', '骨健康']"
exp_155,老年抑郁和焦虑并不少见，持续两周以上的情绪低落、兴趣下降或睡眠食欲改变应寻求专业评估；保持社交和适度运动可改善情绪,老人养生,心理健康,93,79,89,safe,"['心理健康', '抑郁', '社交', '运动']"
exp_156,预防跌倒要同时做环境改造（防滑垫、夜灯、卫生间扶手）和能力训练（下肢力量、平衡训练）；起夜时先坐起再站立，减少体位性低血压,老人养生,居家安全,96,95,100,safe,"['防跌倒', '扶手', '平衡训练', '夜灯']"
exp_157,改善睡眠优先从睡眠卫生入手：规律作息、下午避免浓茶咖啡、睡前减少屏幕刺激；长期依赖安眠药可能带来跌倒和认知风险，需在医生指导下调整,老人养生,睡眠养生,93,89,87,safe,"['睡眠卫生', '失眠', '用药风险', '规律作息']"
exp_158,老年人每周累计≥150分钟中等强度有氧运动（快走、骑车等）并配合2-3次力量训练，可延缓肌少症并改善心肺功能；运动强度以能说话但略喘为宜,老人养生,运动养生,90,81,95,safe,"['有氧', '力量训练', '肌少症', '心肺']"
exp_159,预防跌倒要同时做环境改造（防滑垫、夜灯、卫生间扶手）和能力训练（下肢力量、平衡训练）；起夜时先坐起再站立，减少体位性低血压,老人养生,居家安全,97,83,93,safe,"['防跌倒', '扶手', '平衡训练', '夜灯']"
exp_160,老年人应保证优质蛋白（鱼蛋奶豆瘦肉）与足量蔬果摄入，钙和维生素D有助于骨骼健康；骨头汤钙含量有限，是否补充钙剂应结合饮食与医生建议,老人养生,营养补充,96,90,88,safe,"['蛋白质', '补钙', '维生素D', '骨健康']"
exp_161,老年人控盐有助于降低血压风险，建议少吃咸菜、腌制品和高钠加工食品，做菜少放酱油/味精并学会看营养成分表中的钠含量,老人养生,饮食健康,98,93,96,safe,"['低盐', '高血压', '控钠', '饮食']"
exp_162,高血压患者建议固定时间测血压并记录，家庭自测可帮助医生调整方案；擅自停药或频繁换药会增加脑卒中风险，应遵医嘱,老人养生,慢病管理,97,85,95,safe,"['血压监测', '用药依从', '卒中预防', '遵医嘱']"
exp_163,老年人常见多病共存，建议用药清单随身携带并定期做药物复核，避免自行叠加止痛药、感冒药等重复成分；出现不良反应及时就医,老人养生,用药安全,95,79,95,safe,"['多重用药', '药物复核', '不良反应', '安全']"
exp_164,糖尿病管理要结合饮食、运动和监测，主食可用全谷物/杂豆替代一部分精米面；出现低血糖症状（出汗、心慌、手抖）需及时补糖并评估原因,老人养生,慢病管理,92,87,90,safe,"['血糖', '低血糖', '全谷物', '监测']"
exp_165,老年人常见多病共存，建议用药清单随身携带并定期做药物复核，避免自行叠加止痛药、感冒药等重复成分；出现不良反应及时就医,老人养生,用药安全,100,86,91,safe,"['多重用药', '药物复核', '不良反应', '安全']"
exp_166,改善睡眠优先从睡眠卫生入手：规律作息、下午避免浓茶咖啡、睡前减少屏幕刺激；长期依赖安眠药可能带来跌倒和认知风险，需在医生指导下调整,老人养生,睡眠养生,95,86,88,safe,"['睡眠卫生', '失眠', '用药风险', '规律作息']"
exp_167,老年人控盐有助于降低血压风险，建议少吃咸菜、腌制品和高钠加工食品，做菜少放酱油/味精并学会看营养成分表中的钠含量,老人养生,饮食健康,96,90,91,safe,"['低盐', '高血压', '控钠', '饮食']"
exp_168,老年人建议接种流感疫苗和肺炎球菌疫苗以降低重症风险，尤其是慢病人群；具体接种时机与禁忌需咨询接种门诊,老人养生,日常养生,97,74,93,safe,"['疫苗', '流感', '肺炎球菌', '预防']"
exp_169,高血压患者建议固定时间测血压并记录，家庭自测可帮助医生调整方案；擅自停药或频繁换药会增加脑卒中风险，应遵医嘱,老人养生,慢病管理,100,81,96,safe,"['血压监测', '用药依从', '卒中预防', '遵医嘱']"
exp_170,糖尿病管理要结合饮食、运动和监测，主食可用全谷物/杂豆替代一部分精米面；出现低血糖症状（出汗、心慌、手抖）需及时补糖并评估原因,老人养生,慢病管理,99,86,89,safe,"['血糖', '低血糖', '全谷物', '监测']"
exp_171,高血压患者建议固定时间测血压并记录，家庭自测可帮助医生调整方案；擅自停药或频繁换药会增加脑卒中风险，应遵医嘱,老人养生,慢病管理,99,91,97,safe,"['血压监测', '用药依从', '卒中预防', '遵医嘱']"
exp_172,老年人每周累计≥150分钟中等强度有氧运动（快走、骑车等）并配合2-3次力量训练，可延缓肌少症并改善心肺功能；运动强度以能说话但略喘为宜,老人养生,运动养生,93,75,89,safe,"['有氧', '力量训练', '肌少症', '心肺']"
exp_173,改善睡眠优先从睡眠卫生入手：规律作息、下午避免浓茶咖啡、睡前减少屏幕刺激；长期依赖安眠药可能带来跌倒和认知风险，需在医生指导下调整,老人养生,睡眠养生,94,85,87,safe,"['睡眠卫生', '失眠', '用药风险', '规律作息']"
exp_174,老年抑郁和焦虑并不少见，持续两周以上的情绪低落、兴趣下降或睡眠食欲改变应寻求专业评估；保持社交和适度运动可改善情绪,老人养生,心理健康,90,89,89,safe,"['心理健康', '抑郁', '社交', '运动']"
exp_175,高血压患者建议固定时间测血压并记录，家庭自测可帮助医生调整方案；擅自停药或频繁换药会增加脑卒中风险，应遵医嘱,老人养生,慢病管理,96,90,92,safe,"['血压监测', '用药依从', '卒中预防', '遵医嘱']"
exp_176,改善睡眠优先从睡眠卫生入手：规律作息、下午避免浓茶咖啡、睡前减少屏幕刺激；长期依赖安眠药可能带来跌倒和认知风险，需在医生指导下调整,老人养生,睡眠养生,92,80,88,safe,"['睡眠卫生', '失眠', '用药风险', '规律作息']"
exp_177,老年人建议接种流感疫苗和肺炎球菌疫苗以降低重症风险，尤其是慢病人群；具体接种时机与禁忌需咨询接种门诊,老人养生,日常养生,96,81,87,safe,"['疫苗', '流感', '肺炎球菌', '预防']"
exp_178,老年抑郁和焦虑并不少见，持续两周以上的情绪低落、兴趣下降或睡眠食欲改变应寻求专业评估；保持社交和适度运动可改善情绪,老人养生,心理健康,95,77,87,safe,"['心理健康', '抑郁', '社交', '运动']"
exp_179,高血压患者建议固定时间测血压并记录，家庭自测可帮助医生调整方案；擅自停药或频繁换药会增加脑卒中风险，应遵医嘱,老人养生,慢病管理,94,84,95,safe,"['血压监测', '用药依从', '卒中预防', '遵医嘱']"
exp_180,预防跌倒要同时做环境改造（防滑垫、夜灯、卫生间扶手）和能力训练（下肢力量、平衡训练）；起夜时先坐起再站立，减少体位性低血压,老人养生,居家安全,100,92,98,safe,"['防跌倒', '扶手', '平衡训练', '夜灯']"
exp_181,老年人建议接种流感疫苗和肺炎球菌疫苗以降低重症风险，尤其是慢病人群；具体接种时机与禁忌需咨询接种门诊,老人养生,日常养生,99,72,96,safe,"['疫苗', '流感', '肺炎球菌', '预防']"
exp_182,预防跌倒要同时做环境改造（防滑垫、夜灯、卫生间扶手）和能力训练（下肢力量、平衡训练）；起夜时先坐起再站立，减少体位性低血压,老人养生,居家安全,96,95,100,safe,"['防跌倒', '扶手', '平衡训练', '夜灯']"
exp_183,改善睡眠优先从睡眠卫生入手：规律作息、下午避免浓茶咖啡、睡前减少屏幕刺激；长期依赖安眠药可能带来跌倒和认知风险，需在医生指导下调整,老人养生,睡眠养生,97,88,94,safe,"['睡眠卫生', '失眠', '用药风险', '规律作息']"
exp_184,改善睡眠优先从睡眠卫生入手：规律作息、下午避免浓茶咖啡、睡前减少屏幕刺激；长期依赖安眠药可能带来跌倒和认知风险，需在医生指导下调整,老人养生,睡眠养生,92,78,94,safe,"['睡眠卫生', '失眠', '用药风险', '规律作息']"
exp_185,改善睡眠优先从睡眠卫生入手：规律作息、下午避免浓茶咖啡、睡前减少屏幕刺激；长期依赖安眠药可能带来跌倒和认知风险，需在医生指导下调整,老人养生,睡眠养生,93,85,91,safe,"['睡眠卫生', '失眠', '用药风险', '规律作息']"
exp_186,老年人控盐有助于降低血压风险，建议少吃咸菜、腌制品和高钠加工食品，做菜少放酱油/味精并学会看营养成分表中的钠含量,老人养生,饮食健康,98,94,88,safe,"['低盐', '高血压', '控钠', '饮食']"
exp_187,老年人控盐有助于降低血压风险，建议少吃咸菜、腌制品和高钠加工食品，做菜少放酱油/味精并学会看营养成分表中的钠含量,老人养生,饮食健康,92,91,93,safe,"['低盐', '高血压', '控钠', '饮食']"
exp_188,糖尿病管理要结合饮食、运动和监测，主食可用全谷物/杂豆替代一部分精米面；出现低血糖症状（出汗、心慌、手抖）需及时补糖并评估原因,老人养生,慢病管理,92,88,98,safe,"['血糖', '低血糖', '全谷物', '监测']"
exp_189,改善睡眠优先从睡眠卫生入手：规律作息、下午避免浓茶咖啡、睡前减少屏幕刺激；长期依赖安眠药可能带来跌倒和认知风险，需在医生指导下调整,老人养生,睡眠养生,98,82,86,safe,"['睡眠卫生', '失眠', '用药风险', '规律作息']"
